delivery_id,order_id,delivery_city,delivery_region,delivery_status,shipping_company,shipped_date,delivered_date
305,305,Marrakech,Marrakech-Safi,delivered,Amana Express,2026-01-14,2026-01-21
306,306,Casablanca,Casablanca-Settat,delivered,Jibli,2025-11-12,2025-11-18
307,307,Casablanca,Casablanca-Settat,KO,AtlasShip,2026-02-22,2026-02-23
308,308,Rabat,Rabat Sale Kenitra,delivered,Jibli,2025-03-14,2025-03-15
309,309,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2026-03-15,2026-03-19
310,310,Tétouan,Tanger-Tétouan-Al Hoceïma,in_transit,Jibli,2025-06-26,2025-03-07
311,311,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-05-30,2025-06-03
312,312,rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-03-23,2025-03-28
313,313,Tétouan,Tanger-Tétouan-Al Hoceïma,livré,Amana Express,2025-06-09,2025-06-13
314,314,Casablanca,Casablanca-Settat,failed,Jibli,2025-03-18,
315,315,CASABLANCA,,delivered,AtlasShip,2025-06-01,2025-01-07
316,316,Agadir,Souss-Massa,delivered,Barid Logistics,2025-03-26,2025-03-29
317,317,Kénitra,Rabat-Salé-Kénitra,failed,Jibli,2025-07-29,
318,318,RABAT,Rabat-Salé-Kénitra,delivered,Amana Express,2026-03-02,2026-09-03
319,319,Marrakech,Marrakech-Safi,in_transit,Jibli,2025-11-02,2025-11-05
320,320,TANGER,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-02-23,2025-02-25
321,321,Casablanca,Casablanca-Settat,failed,Jibli,2025-09-26,
322,322,Oujda,Oriental,delivered,AtlasShip,2026-04-26,2026-05-01
323,323,Marrakech,,failed,Jibli,2025-08-23,2025-08-24
324,324,rabat,Rabat-Salé-Kénitra,delayed,Jibli,2025-09-02,2025-02-10
325,325,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2026-05-13,2026-05-19
326,326,Oujda,Oriental,delivered,Tanger Delivery,2025-09-29,2025-10-05
327,327,Fès,Fès-Meknès,delivered,AtlasShip,2026-04-30,2026-06-05
328,328,Oujda,Oriental,failed,AtlasShip,2025-09-24,
329,329,Al Hoceïma,TTA,delivered,Jibli,2025-02-27,2025-03-02
330,330,Tétouan,Tanger Tetouan,delivered,Barid Logistics,2025-12-01,2025-01-15
331,331,Agadir,Souss-Massa,delivered,Amana Express,2026-04-19,2026-04-27
332,332,Rabat,Rabat Sale Kenitra,delivered,AtlasShip,2025-03-25,2025-03-27
333,333,,RSK,delivered,Barid Logistics,2026-03-09,2026-03-10
334,334,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-07-27,2025-08-03
335,335,Tangier,,delivered,Tanger Delivery,2025-11-15,2025-11-10
336,336,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-12-03,2026-03-16
337,337,Meknès,Fès-Meknès,delivered,Tanger Delivery,2026-04-04,2026-04-05
338,338,Nador,Oriental,Livré,Tanger Delivery,2025-12-30,2026-01-05
339,339,Tanger,Tanger-Tétouan-Al Hoceïma,failed,AtlasShip,2026-02-02,
340,340,Tanger,Tanger-Tétouan-Al Hoceima,failed,AtlasShip,2025-06-06,
341,341,Casablanca,Casa Settat,delivered,AtlasShip,2026-04-08,2026-04-12
342,342,Rabat,Rabat-Salé-Kénitra,Livré,Amana Express,2025-11-23,2025-11-26
343,343,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-07-03,2025-05-07
344,344,Tétouan,TTA,Livré,AtlasShip,2025-12-03,2025-03-14
345,345,Fès,Fès-Meknès,delivered,AtlasShip,2025-05-23,2025-05-28
346,346,Tanger,Tanger-Tétouan-Al Hoceïma,KO,Jibli,2025-03-17,2025-03-18
347,347,Kénitra,Rabat Sale Kenitra,delivered,AtlasShip,2025-10-15,2025-10-21
348,348,Agadir,Souss-Massa,delivered,Barid Logistics,2026-10-02,2026-02-12
349,349,Tetouan,Tanger Tetouan,KO,Barid Logistics,2025-08-06,2025-06-12
350,350,Casablanca,Casa Settat,delivered,Tanger Delivery,2026-03-17,2026-03-11
351,351,Tetouan,Tanger-Tétouan-Al Hoceima,delivered,Jibli,2025-06-17,2025-06-20
352,352,Agadir,Souss-Massa,delivered,Barid Logistics,2025-03-01,2025-03-03
353,353,Marrakech,Marrakech-Safi,failed,AtlasShip,2025-03-26,
354,354,Agadir,Souss-Massa,delivered,Amana Express,2025-09-03,2025-09-09
355,355,Kénitra,Rabat-Salé-Kénitra,delivered,Jibli,2025-09-27,2025-10-01
356,356,Tétouan,TTA,delayed,Jibli,2026-03-04,2026-03-05
357,357,Casablanca,,delayed,Tanger Delivery,2025-09-10,2025-09-17
358,358,Meknès,Fès-Meknès,delivered,Barid Logistics,2025-07-12,2025-07-14
359,359,Meknès,Fes Meknes,delivered,AtlasShip,2026-07-05,2026-05-14
360,360,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-11-23,2025-11-26
361,361,CASABLANCA,Casablanca-Settat,failed,AtlasShip,2025-04-27,
362,362,Oujda,Oriental,delivered,AtlasShip,2026-05-05,2026-05-10
363,363,Tanger,,delivered,Amana Express,2025-04-28,2025-04-29
364,364,Tétouan,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2025-04-20,2025-04-27
365,365,,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-03-23,2025-03-28
366,366,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-04-28,2026-02-05
367,367,Tanger,,delivered,Barid Logistics,2025-12-08,2025-12-09
368,368,Agadir,Souss-Massa,delivered,Tanger Delivery,2025-09-12,2025-12-14
369,369,rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2026-09-02,2026-02-16
370,370,,Oriental,failed,Tanger Delivery,2026-03-27,
371,371,,Oriental,in_transit,Barid Logistics,2025-10-09,2025-10-13
372,372,TNG,Tanger-Tétouan-Al Hoceïma,DELIVERED,Amana Express,2026-04-17,2026-04-21
373,373,,Casablanca-Settat,delivered,Amana Express,2025-01-29,2025-02-05
374,374,Oujda,Oriental,delivered,Amana Express,2025-11-12,2025-11-19
375,375,Kénitra,RSK,in_transit,AtlasShip,2026-05-13,2026-05-14
376,376,Agadir,Souss-Massa,in_transit,Jibli,2025-10-13,2025-10-18
377,377,Casablanca,Casablanca-Settat,delivered,Amana Express,2026-02-24,2026-03-03
378,378,Marrakech,Marrakech-Safi,delivered,Jibli,2026-04-22,2026-04-30
379,379,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-23,2025-09-27
380,380,Meknès,Fès-Meknès,livré,AtlasShip,2026-01-26,2026-01-02
381,381,Marrakech,Marrakech-Safi,in_transit,Barid Logistics,2026-03-08,2026-03-09
382,382,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2025-03-17,2025-03-23
383,383,Agadir,Souss-Massa,livré,Barid Logistics,2025-01-03,2025-01-04
384,384,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2026-04-01,2026-04-08
385,385,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-07-01,2025-06-25
386,386,Tanger,TTA,Livré,Amana Express,2026-01-15,2026-01-19
387,387,Casablanca,Casa Settat,delivered,Barid Logistics,2025-09-28,2025-10-05
388,388,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-05-02,2025-05-07
389,389,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-06-11,2025-06-13
390,390,Oujda,Oriental,failed,Jibli,2026-01-31,
391,391,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-12-21,2025-12-27
392,392,Meknès,Fès-Meknès,delivered,AtlasShip,2026-06-01,2026-01-09
393,393,Casablanca,CASA-SETTAT,failed,Barid Logistics,2025-06-15,
394,394,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-07-25,2025-08-01
395,395,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Tanger Delivery,2025-05-19,
396,396,Nador,Oriental,KO,Tanger Delivery,2026-04-01,2026-09-04
397,397,TETOUAN,TTA,delayed,Tanger Delivery,2025-08-16,2025-08-17
398,398,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,2025-07-14,2025-07-20
399,399,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-02-01,2025-02-08
400,400,Meknès,Fès-Meknès,DELIVERED,Jibli,2025-07-23,2025-07-29
401,401,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-12-02,2025-06-12
402,402,Casablanca,Casablanca-Settat,delivered,Amana Express,2026-02-26,2026-03-01
403,403,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-10-30,2025-11-04
404,404,RABAT,Rabat-Salé-Kénitra,delivered,Amana Express,2026-01-28,2026-02-03
405,405,Marrakech,Marrakech-Safi,in_transit,AtlasShip,2025-04-21,2025-04-27
406,406,Tétouan,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,2025-07-03,2025-07-10
407,407,RABAT,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-03-01,2025-03-06
408,408,RABAT,Rabat-Salé-Kénitra,in_transit,AtlasShip,2025-08-22,2025-08-25
409,409,Oujda,Oriental,in_transit,Amana Express,2025-03-07,2025-03-15
410,410,Tanger,Tanger Tetouan,delivered,AtlasShip,2025-09-28,2025-10-03
411,411,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2026-03-23,2026-03-25
412,412,Fès,Fes Meknes,delivered,Barid Logistics,2025-02-05,2025-02-13
413,413,Rabat,RSK,delivered,Tanger Delivery,2025-01-25,2025-01-26
414,414,Agadir,,delivered,AtlasShip,2026-03-18,2026-03-19
415,415,CAS,,delayed,Tanger Delivery,2025-08-17,2025-08-19
416,416,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-05-07,2026-05-14
417,417,Agadir,Souss-Massa,delayed,Tanger Delivery,2025-04-29,2025-04-30
418,418,Rabat,Rabat-Salé-Kénitra,delayed,Jibli,2025-06-10,2025-06-15
419,419,Oujda,Oriental,delivered,Tanger Delivery,2025-11-26,2025-12-04
420,420,CAS,CASA-SETTAT,failed,Tanger Delivery,2025-03-04,2025-04-11
421,421,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-04-08,2025-04-09
422,422,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-12-19,2025-12-24
423,423,Fès,Fès-Meknès,delivered,Tanger Delivery,2025-03-21,2025-03-23
424,424,CAS,Casablanca-Settat,delivered,Tanger Delivery,2025-04-18,2025-04-23
425,425,Rabat,Rabat-Salé-Kénitra,failed,AtlasShip,2025-12-08,2025-12-12
426,426,casa,Casablanca-Settat,Livré,Amana Express,2025-03-08,2025-03-16
427,427,Tanger,Tanger Tetouan,delivered,Barid Logistics,2025-01-05,2025-01-07
428,428,Agadir,Souss-Massa,KO,Tanger Delivery,2025-08-04,2025-04-15
429,429,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-07-10,2025-07-11
430,430,Fès,Fès-Meknès,delayed,Barid Logistics,2026-02-05,2026-02-09
431,431,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-09-19,2025-09-22
432,432,,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-05-07,2025-05-13
433,433,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-05-30,2025-06-01
434,434,Tétouan,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,2025-01-17,2025-01-23
435,435,CASABLANCA,Casablanca-Settat,delivered,AtlasShip,2026-04-05,2026-05-05
436,436,Tanger,TTA,delivered,Barid Logistics,2026-04-16,2026-04-23
437,437,CASABLANCA,Casa Settat,failed,Amana Express,2025-04-06,
438,438,,Tanger-Tétouan-Al Hoceïma,delayed,Tanger Delivery,2025-06-19,2025-06-14
439,439,Meknès,Fes Meknes,Livré,Jibli,2025-10-14,2025-10-15
440,440,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-01-14,2025-01-18
441,441,Agadir,Souss-Massa,delayed,Tanger Delivery,2025-03-04,2025-05-03
442,442,Agadir,Souss-Massa,delivered,Barid Logistics,2025-10-12,2025-10-18
443,443,casa,CASA-SETTAT,delivered,Jibli,2026-01-31,2026-02-03
444,444,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-01-23,2025-01-27
445,445,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-01-07,2026-01-08
446,446,Rabat,,delivered,AtlasShip,2025-05-20,2025-05-26
447,447,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Amana Express,2025-04-02,
448,448,Rabat,RSK,DELIVERED,Jibli,2025-04-20,2025-04-27
449,449,Tanger,Tanger-Tétouan-Al Hoceïma,livré,Amana Express,2025-01-19,2025-01-27
450,450,Casablanca,Casablanca-Settat,delivered,Amana Express,2025-09-13,2025-09-21
451,451,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-07-08,2025-07-15
452,452,Marrakech,Marrakech-Safi,delivered,AtlasShip,2026-01-27,2026-04-02
453,453,Meknès,Fès-Meknès,delivered,AtlasShip,2026-05-22,2026-05-28
454,454,Al Hoceima,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-08-10,2025-08-17
455,455,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-03-28,2025-03-30
456,456,Casablanca,Casablanca-Settat,delivered,Jibli,2025-04-16,2025-04-24
457,457,Rabat,RSK,delivered,AtlasShip,2025-10-13,2025-10-18
458,458,Kénitra,Rabat Sale Kenitra,delivered,Amana Express,2026-02-17,2026-02-18
459,459,Agadir,Souss-Massa,KO,Jibli,2025-01-08,2025-12-01
460,460,casa,Casablanca-Settat,delivered,Jibli,2026-01-05,2026-09-01
461,461,Tetouan,Tanger Tetouan,delivered,Barid Logistics,2025-06-24,2025-06-25
462,462,,,delivered,Amana Express,2026-03-31,2026-04-07
463,463,CASABLANCA,Casablanca-Settat,delayed,Tanger Delivery,2025-09-14,2025-09-17
464,464,casa,Casablanca-Settat,delivered,Jibli,2026-04-22,2026-04-28
465,465,rabat,Rabat-Salé-Kénitra,delivered,Jibli,2026-01-07,2026-01-09
466,466,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-12-21,2025-12-29
467,467,Casablanca,CASA-SETTAT,delivered,Tanger Delivery,2025-10-25,2025-01-11
468,468,Rabat,RSK,failed,AtlasShip,2026-03-29,
469,469,Tétouan,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,2026-02-19,2026-02-23
470,470,Meknès,Fès-Meknès,delivered,Barid Logistics,2025-09-04,2025-09-11
471,471,Kénitra,Rabat-Salé-Kénitra,failed,Barid Logistics,2026-03-19,
472,472,Kénitra,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-09-04,2025-12-09
473,473,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-02,2025-09-10
474,474,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,KO,AtlasShip,2025-11-22,2025-11-19
475,475,Oujda,Oriental,delivered,Jibli,2025-07-15,2025-07-21
476,476,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-02-05,2026-02-12
477,477,Agadir,Souss-Massa,in_transit,Amana Express,2025-06-26,2025-07-02
478,478,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-02-02,2025-02-09
479,479,Tétouan,Tanger-Tétouan-Al Hoceïma,livré,Amana Express,2025-06-20,2025-06-24
480,480,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-08-31,2025-09-06
481,481,Nador,Oriental,delivered,Jibli,2026-05-09,2026-05-13
482,482,Rabat,Rabat-Salé-Kénitra,in_transit,Tanger Delivery,2025-11-09,2025-11-11
483,483,Agadir,Souss-Massa,delayed,Tanger Delivery,2025-11-27,2025-11-30
484,484,Oujda,Oriental,delayed,Amana Express,2025-05-31,2025-06-06
485,485,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-03-16,2025-03-17
486,486,Rabat,Rabat Sale Kenitra,delivered,Barid Logistics,2025-11-02,2025-10-11
487,487,Fès,Fes Meknes,delivered,AtlasShip,2025-07-05,2025-09-07
488,488,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2026-05-09,2026-05-11
489,489,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-05-06,2025-05-09
490,490,TANGER,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,2026-05-14,2026-05-18
491,491,Oujda,Oriental,delivered,Tanger Delivery,2025-07-31,2025-08-06
492,492,Fès,Fes Meknes,delivered,Tanger Delivery,2025-02-28,2025-03-05
493,493,Meknès,Fès-Meknès,delivered,Tanger Delivery,2026-05-10,2026-05-12
494,494,,Tanger-Tétouan-Al Hoceima,delivered,Amana Express,2026-03-23,2026-03-24
495,495,Oujda,Oriental,delivered,Barid Logistics,2025-05-26,2025-05-31
496,496,Casablanca,Casablanca-Settat,delivered,Jibli,2025-04-21,2025-04-28
497,497,Fès,Fès-Meknès,delivered,Barid Logistics,2025-03-18,2025-03-21
498,498,,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,2025-05-05,2025-12-05
499,499,Oujda,Oriental,failed,Jibli,2025-01-06,
500,500,Tangier,TTA,delivered,Jibli,2026-04-09,2026-04-14
501,501,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-09-22,2025-09-24
502,502,Meknès,Fès-Meknès,Livré,Barid Logistics,2025-03-02,2025-02-04
503,503,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2026-03-19,2026-03-27
504,504,TETOUAN,,delivered,Barid Logistics,2025-10-19,2025-10-27
505,505,Kénitra,Rabat-Salé-Kénitra,delivered,Jibli,2025-05-27,2025-06-02
506,506,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-09-18,2025-09-22
507,507,rabat,Rabat-Salé-Kénitra,failed,AtlasShip,2025-11-15,2025-11-17
508,508,Agadir,Souss-Massa,failed,AtlasShip,2025-10-29,
509,509,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-02-19,2026-02-21
510,510,Agadir,Souss-Massa,delayed,Barid Logistics,2025-06-06,2025-06-08
511,511,Fès,Fès-Meknès,in_transit,Tanger Delivery,2025-06-09,2025-06-16
512,512,Rabat,Rabat-Salé-Kénitra,delayed,Barid Logistics,2025-08-02,2025-08-06
513,513,Casablanca,,delivered,Tanger Delivery,2025-10-29,2025-11-04
514,514,CAS,Casablanca-Settat,delayed,Jibli,2025-06-05,2025-06-12
515,515,Oujda,Oriental,delivered,Tanger Delivery,2026-05-20,2026-05-24
516,516,Agadir,Souss-Massa,delayed,Jibli,2025-02-01,2025-02-08
517,517,Tanger,,delivered,Tanger Delivery,2025-07-24,2025-07-25
518,518,Oujda,Oriental,in_transit,Barid Logistics,2025-11-23,2025-11-28
519,519,Fès,Fes Meknes,in_transit,Jibli,2025-05-18,2025-05-25
520,520,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2026-04-08,2026-04-15
521,521,Fès,Fès-Meknès,failed,Amana Express,2025-03-03,
522,522,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-12-13,2025-12-19
523,523,Casablanca,Casablanca-Settat,delivered,AtlasShip,2026-01-30,2026-01-02
524,524,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-05-17,2025-05-19
525,525,Tnja,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,2025-07-16,2025-07-17
526,526,RABAT,Rabat-Salé-Kénitra,delivered,Amana Express,2026-02-11,2026-02-15
527,527,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-07-15,2025-07-19
528,528,Rabat,Rabat-Salé-Kénitra,in_transit,Jibli,2025-12-18,2025-12-25
529,529,Oujda,Oriental,in_transit,Amana Express,2025-07-20,2025-07-24
530,530,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-02-15,2026-02-16
531,531,Rabat,RSK,delayed,Jibli,2026-01-28,2026-02-03
532,532,Marrakech,Marrakech-Safi,KO,Jibli,2025-05-03,2025-05-05
533,533,Tanger,Tanger Tetouan,delivered,Jibli,2025-11-13,2025-11-14
534,534,CAS,Casablanca-Settat,delivered,Amana Express,2025-05-22,2025-05-27
535,535,Meknès,Fès-Meknès,failed,Barid Logistics,2025-05-14,
536,536,Nador,Oriental,delivered,Jibli,2025-10-14,2025-10-18
537,537,Fès,Fès-Meknès,failed,Barid Logistics,2025-09-11,2025-09-15
538,538,Oujda,Oriental,failed,AtlasShip,2025-04-02,
539,539,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-01-08,2026-01-10
540,540,Agadir,Souss-Massa,delivered,Jibli,2025-05-31,2025-06-06
541,541,Fès,Fès-Meknès,delivered,Jibli,2025-09-14,2025-09-15
542,542,TNG,TTA,Livré,Amana Express,2025-12-15,2025-12-22
543,543,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-05-20,2025-05-23
544,544,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-08-10,2025-08-11
545,545,Rabat,Rabat-Salé-Kénitra,delayed,Tanger Delivery,2026-01-21,2026-01-27
546,546,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-03-26,2026-04-01
547,547,Tangier,Tanger-Tétouan-Al Hoceïma,failed,Tanger Delivery,2025-04-29,
548,548,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-08-29,2025-09-06
549,549,Al Hoceima,Tanger Tetouan,delivered,Jibli,2025-09-25,2025-09-28
550,550,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-05-09,2025-05-12
551,551,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2026-01-21,2026-01-25
552,552,Marrakech,Marrakech-Safi,delivered,Jibli,2025-04-29,2025-05-07
553,553,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2026-02-01,2026-02-09
554,554,Al Hoceïma,Tanger-Tétouan-Al Hoceima,delivered,Tanger Delivery,2025-02-19,2025-02-26
555,555,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-12-23,2025-12-24
556,556,Tanger,,failed,Tanger Delivery,2026-01-16,2026-01-23
557,557,Tangier,Tanger-Tétouan-Al Hoceïma,in_transit,AtlasShip,2025-04-24,2025-05-01
558,558,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2026-02-15,2026-02-17
559,559,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2025-10-28,2025-11-01
560,560,Oujda,Oriental,delivered,Jibli,2025-03-30,2025-04-02
561,561,Casablanca,Casablanca-Settat,delayed,Jibli,2025-11-11,2025-11-16
562,562,tanger,,delivered,Tanger Delivery,2025-08-28,2025-08-29
563,563,Fès,Fès-Meknès,delivered,Amana Express,2026-04-23,2026-04-29
564,564,Meknès,Fès-Meknès,delivered,Amana Express,2025-03-10,2025-03-15
565,565,Fès,Fès-Meknès,delivered,Tanger Delivery,2026-03-21,2026-03-28
566,566,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-01-07,2025-01-10
567,567,Agadir,Souss-Massa,delivered,Amana Express,2025-06-04,2025-06-12
568,568,Fès,Fès-Meknès,failed,Amana Express,2026-01-21,
569,569,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-06-09,2025-06-13
570,570,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-11-30,2025-12-07
571,571,Agadir,Souss-Massa,DELIVERED,Tanger Delivery,2025-12-14,2025-12-16
572,572,Fès,Fès-Meknès,delivered,Tanger Delivery,2026-01-11,2026-01-13
573,573,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-03-22,2026-03-29
574,574,Rabat,Rabat Sale Kenitra,delivered,Amana Express,2025-03-02,2025-03-08
575,575,Fès,Fès-Meknès,delivered,AtlasShip,2026-02-09,2026-02-07
576,576,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-09-02,2025-09-05
577,577,casa,CASA-SETTAT,delivered,Barid Logistics,2025-06-17,2025-06-23
578,578,Al Hoceïma,TTA,delivered,Barid Logistics,2026-01-24,2026-02-01
579,579,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-05-20,2026-05-28
580,580,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,2026-03-06,2026-03-10
581,581,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-08-16,2025-08-17
582,582,Fès,Fes Meknes,failed,AtlasShip,2026-04-23,
583,583,Agadir,Souss-Massa,failed,AtlasShip,2025-09-26,
584,584,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,AtlasShip,2025-05-06,2025-05-13
585,585,Al Hoceima,Tanger Tetouan,failed,Jibli,2025-01-19,
586,586,Rabat,RSK,in_transit,Tanger Delivery,2025-09-21,2025-09-23
587,587,TANGER,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-04-25,2026-04-30
588,588,Tanger,Tanger-Tétouan-Al Hoceïma,failed,AtlasShip,2025-12-08,
589,589,Casablanca,CASA-SETTAT,delivered,AtlasShip,2026-03-19,2026-03-20
590,590,,Casablanca-Settat,delayed,AtlasShip,2025-02-28,2025-03-03
591,591,Fès,Fès-Meknès,failed,Barid Logistics,2025-09-29,2025-10-06
592,592,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-01-26,2026-01-30
